,id,sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,quality,butter type,weight,diameter,mixins,crunch factor,aesthetic appeal
4538,4539,0.21,1.0,440,13.0,98.0,0.99345,8.14,0.46,9.2,7,melted,12.4,7,"nuts, chocolate",1.09,3
4539,4540,0.39,2.4,480,25.0,157.0,0.99133,8.2,0.54,11.1,9,melted,13.8,7,raisins,1.16,3
4540,4541,0.39,6.7,360,6.0,117.0,0.9938,8.12,0.42,10.7,7,melted,15.8,7,chocolate,1.48,3
4541,4542,0.23,1.1,440,38.0,180.0,0.98924,8.28,0.34,11.9,8,melted,9.6,7,chocolate,1.23,3
4542,4543,0.2,5.6,1170,61.0,183.0,0.99459,8.24,0.43,9.5,7,melted,12.8,7,raisins,1.51,3
4543,4544,0.03,1.8,580,4.0,8.0,0.9972,8.36,0.33,9.1,4,cubed,15.8,7,"chocolate, peanut butter",1.53,3
4544,4545,0.4,2.2,580,6.0,10.0,0.99536,8.31,0.68,11.2,7,cubed,16.4,7,raisins,1.95,3
4545,4546,0.35,2.8,380,10.0,164.0,0.9912,8.09,0.53,12.0,8,melted,13.6,7,raisins,1.29,3
4546,4547,0.26,1.9,790,42.0,140.0,0.9964,8.23,0.54,9.5,5,cubed,15.8,7,"nuts,raisins",1.33,3
4547,4548,0.4,22.0,480,48.0,167.0,1.001,7.93,0.5,8.7,7,melted,13.6,7,chocolate,1.24,3
4548,4549,0.24,6.9,690,9.0,117.0,0.9942,8.15,0.35,10.2,6,melted,12.6,7,raisins,1.32,3
4549,4550,0.39,2.3,330,29.0,102.0,0.9908,8.26,0.54,12.3,9,melted,14.4,7,chocolate,1.28,3
4550,4551,0.25,2.5,1040,35.0,155.0,1.001,8.41,0.67,11.2,5,cubed,19.6,7,"chocolate, peanut butter",1.51,3
4551,4552,0.65,1.4,460,28.0,157.0,0.9946,8.33,0.62,9.4,8,melted,14.6,7,"chocolate, oats",1.15,3
4552,4553,0.73,14.35,440,27.0,191.0,1.00013,7.96,0.88,8.7,7,melted,17.4,7,raisins,1.74,3
4553,4554,0.6,2.1,1120,12.0,90.0,0.9973,8.2,0.52,9.2,5,cubed,16.8,7,"nuts, oats, chocolate",1.65,3
4554,4555,0.3,11.2,460,53.0,149.0,0.99479,8.21,0.34,10.8,7,melted,12.8,7,chocolate,1.2,3
4555,4556,0.38,1.5,320,28.0,112.0,0.9914,8.25,0.55,11.4,9,melted,13.2,7,"chocolate, oats",1.24,3
4556,4557,0.27,1.4,410,51.0,117.0,0.9909,8.28,0.38,11.2,8,melted,12.4,7,"chocolate, oats",1.4,3
4557,4558,0.14,8.3,320,35.0,164.0,0.9918,8.53,0.51,12.5,10,melted,10.0,7,"nuts,raisins",1.04,3
4558,4559,0.34,6.4,500,36.0,163.0,0.9937,8.19,0.7,11.5,8,melted,15.4,7,chocolate,1.24,3
4559,4560,0.3,5.3,540,44.0,161.0,0.9941,8.12,0.48,10.3,8,melted,14.8,7,chocolate,1.6,3
4560,4561,1.0,19.6,300,28.0,135.0,0.9973,8.24,0.4,12.0,8,melted,15.4,7,"nuts, chocolate",1.53,3
4561,4562,0.74,7.5,440,59.0,160.0,0.996,8.22,0.64,10.0,8,melted,15.6,7,chocolate,1.24,3
4562,4563,0.32,2.0,620,15.0,28.0,0.9947,8.23,0.73,11.3,7,cubed,14.4,7,raisins,1.54,3
4563,4564,0.59,1.4,370,40.0,120.0,0.9918,8.34,0.41,11.1,9,melted,14.0,7,chocolate,1.48,3
4564,4565,0.28,4.4,290,14.0,107.0,0.99347,8.24,0.46,10.4,10,melted,13.8,7,"chocolate, oats",1.69,3
4565,4566,0.49,4.6,1180,10.0,17.0,1.0002,8.07,0.56,11.7,6,cubed,21.8,7,"nuts,raisins",1.82,3
4566,4567,0.3,8.0,280,33.0,122.0,0.99164,8.13,0.63,12.6,9,melted,13.6,7,raisins,1.28,3
4567,4568,0.48,2.1,520,5.0,9.0,0.99458,8.2,0.69,12.1,7,cubed,20.4,7,raisins,1.31,3
4568,4569,0.39,14.2,580,49.0,192.0,0.9979,7.98,0.48,9.0,9,melted,14.4,7,chocolate,1.55,3
4569,4570,0.01,1.9,800,8.0,25.0,0.99746,8.69,0.73,10.5,5,cubed,13.2,7,"nuts, oats, chocolate",1.99,3
4570,4571,0.26,14.0,430,41.0,248.0,0.9986,8.03,0.57,8.7,8,melted,16.0,7,chocolate,1.74,3
4571,4572,0.76,4.2,660,7.0,38.0,1.0004,8.22,0.6,13.0,7,cubed,24.0,7,raisins,1.49,3
4572,4573,0.1,2.6,530,13.0,27.0,0.99362,8.57,0.5,11.9,5,cubed,12.2,7,"nuts, oats",1.15,3
4573,4574,0.3,5.5,380,15.0,129.0,0.9948,8.14,0.49,9.6,8,melted,12.8,7,chocolate,1.38,3
4574,4575,0.19,1.8,820,15.0,34.0,0.99655,8.49,0.68,10.5,5,cubed,14.8,7,"nuts,raisins",1.2,3
4575,4576,0.17,5.1,490,26.0,82.0,0.993,8.0,0.38,9.8,8,melted,13.6,7,"chocolate, oats",1.35,3
4576,4577,0.28,11.8,420,54.0,137.0,0.99492,8.18,0.37,10.8,8,melted,13.2,7,"chocolate, oats",1.96,3
4577,4578,0.45,3.8,270,21.0,128.0,0.992,8.55,0.49,11.2,10,melted,10.4,7,chocolate,1.29,3
4578,4579,0.28,14.7,470,49.0,198.0,0.9977,8.23,0.46,9.5,7,melted,12.6,7,raisins,1.84,3
4579,4580,0.2,6.1,630,47.0,164.0,0.9946,8.17,0.42,10.0,7,melted,14.2,7,raisins,1.35,3
4580,4581,0.19,8.2,510,53.0,187.0,0.996,8.16,0.52,9.7,7,melted,14.2,7,chocolate,1.89,3
4581,4582,0.3,14.9,510,33.0,118.0,0.99835,8.04,0.54,9.0,8,melted,13.2,7,chocolate,1.56,3
4582,4583,0.35,1.9,370,16.0,120.0,0.9933,8.16,0.69,10.6,7,melted,12.0,7,chocolate,1.32,3
4583,4584,0.4,2.2,600,12.0,20.0,0.99474,8.26,0.64,11.8,6,cubed,15.0,7,"nuts,raisins",1.77,3
4584,4585,0.3,2.1,380,18.0,130.0,0.9928,8.36,0.63,10.6,8,melted,13.4,7,raisins,1.95,3
4585,4586,0.14,5.2,580,15.0,97.0,0.9951,8.38,0.36,9.0,6,melted,12.8,7,"nuts,raisins",1.96,3
4586,4587,0.34,13.4,440,45.0,139.0,0.99752,8.06,0.43,9.1,8,melted,12.8,7,"chocolate, oats",1.24,3
4587,4588,0.06,6.0,600,11.0,18.0,0.9962,8.41,0.59,10.8,7,cubed,13.6,7,"nuts,raisins",1.08,3
4588,4589,0.32,2.1,620,31.0,54.0,0.99728,8.3,0.65,10.0,7,cubed,14.6,7,"nuts, chocolate",1.08,3
4589,4590,0.25,13.9,500,45.0,199.0,0.9984,8.34,0.5,9.8,8,melted,15.2,7,chocolate,1.84,3
4590,4591,0.3,4.8,490,14.0,85.0,0.9932,8.28,0.39,10.6,7,melted,12.6,7,raisins,1.83,3
4591,4592,0.49,2.5,850,38.0,142.0,0.9978,8.22,0.55,9.4,5,cubed,18.6,7,"nuts, chocolate",1.61,3
4592,4593,0.25,12.2,400,29.0,136.0,0.99552,8.05,0.65,10.4,8,melted,13.8,7,chocolate,1.88,3
4593,4594,0.57,3.4,700,4.0,10.0,0.9971,8.04,0.63,9.6,5,cubed,20.4,7,"nuts, chocolate",1.97,3
4594,4595,0.0,1.8,740,16.0,34.0,0.9972,8.47,0.7,9.9,6,cubed,14.2,7,"nuts, oats, chocolate",1.71,3
4595,4596,0.3,1.8,360,28.0,117.0,0.99269,8.24,0.48,11.0,8,melted,13.8,7,raisins,1.06,3
4596,4597,0.34,1.6,260,27.0,109.0,0.9934,8.34,0.58,10.1,8,melted,13.4,7,"chocolate, oats",1.81,3
4597,4598,0.32,1.3,540,27.0,183.0,0.99266,8.3,0.43,10.1,7,melted,12.4,7,raisins,1.2,3
4598,4599,0.42,12.0,670,24.0,131.0,0.99727,8.19,0.34,9.3,7,melted,13.8,7,"nuts, oats, chocolate",1.27,3
4599,4600,0.21,1.9,500,29.0,122.0,0.9928,8.42,0.52,10.5,8,melted,12.0,7,"nuts, chocolate",1.98,3
4600,4601,0.49,4.5,470,17.0,90.0,0.9919,8.27,0.37,11.6,8,melted,12.4,7,"chocolate, oats",1.07,3
4601,4602,0.32,10.5,450,35.0,135.0,0.9935,8.09,0.33,11.6,10,melted,14.0,7,raisins,1.39,3
4602,4603,0.74,7.8,450,52.0,209.0,0.9956,8.21,0.42,9.2,8,melted,12.8,7,chocolate,1.97,3
4603,4604,0.16,1.4,510,15.0,96.0,0.994,8.22,0.38,9.5,6,melted,13.8,7,raisins,1.22,3
4604,4605,0.24,3.85,310,5.0,34.0,0.99098,8.01,0.36,11.8,6,melted,15.0,7,raisins,1.16,3
4605,4606,0.24,3.8,380,61.0,152.0,0.99139,8.31,0.5,11.3,9,melted,11.8,7,chocolate,1.61,3
4606,4607,0.31,14.5,450,39.0,193.0,0.9986,8.1,0.5,9.2,8,melted,14.8,7,"chocolate, oats",1.44,3
4607,4608,0.28,4.0,280,46.0,100.0,0.98958,8.2,0.5,13.2,9,melted,15.0,7,raisins,1.97,3
4608,4609,0.17,12.9,330,59.0,186.0,0.99754,8.08,0.49,9.4,7,melted,13.8,7,"nuts, chocolate",1.28,3
4609,4610,0.41,1.1,600,36.0,104.0,0.99317,7.99,0.39,9.2,7,melted,13.8,7,chocolate,1.02,3
4610,4611,0.33,4.6,500,33.0,131.0,0.9942,8.28,0.4,9.6,8,melted,14.2,7,"chocolate, oats",1.74,3
4611,4612,0.39,7.5,550,42.0,218.0,0.99652,8.37,0.54,10.3,7,melted,14.0,7,raisins,1.48,3
4612,4613,0.37,9.1,370,16.0,76.0,0.9948,8.05,0.54,11.1,7,melted,13.8,7,chocolate,1.51,3
4613,4614,0.36,4.9,350,31.0,185.0,0.9946,8.15,0.49,9.7,7,melted,12.6,7,raisins,1.72,3
4614,4615,0.4,18.9,590,44.0,170.0,1.0,7.99,0.46,9.0,7,melted,15.0,7,raisins,1.75,3
4615,4616,0.48,2.0,820,14.0,67.0,0.9972,8.34,0.55,9.2,5,cubed,14.8,7,raisins,1.21,3
4616,4617,0.34,1.0,370,45.0,79.0,0.98949,7.96,0.5,11.7,8,melted,13.2,7,"chocolate, oats",1.77,3
4617,4618,0.31,1.5,220,11.0,82.0,0.9892,8.3,0.4,12.9,9,melted,12.6,7,chocolate,1.25,3
4618,4619,0.49,1.8,390,8.0,18.0,0.99344,8.39,0.56,12.4,6,cubed,14.2,7,chocolate,1.76,3
4619,4620,0.21,1.9,730,46.0,102.0,0.9964,8.27,0.58,9.5,5,cubed,15.8,7,raisins,1.2,3
4620,4621,0.39,17.3,520,22.0,126.0,0.99888,8.11,0.47,9.2,8,melted,13.0,7,chocolate,1.08,3
4621,4622,0.26,1.5,320,35.0,100.0,0.99076,8.43,0.77,12.0,8,melted,11.0,7,"chocolate, oats",1.38,3
4622,4623,0.3,14.7,450,50.0,136.0,0.99704,8.14,0.37,10.6,8,melted,13.2,7,chocolate,1.71,3
4623,4624,0.01,3.7,1030,32.0,54.0,0.99586,8.51,0.66,11.3,6,cubed,12.6,7,"nuts, oats, chocolate",1.61,3
4624,4625,0.49,5.2,510,36.0,157.0,0.9953,8.18,0.48,10.6,8,melted,15.8,7,"chocolate, oats",1.82,3
4625,4626,0.29,1.3,360,25.0,68.0,0.98865,8.24,0.35,12.6,8,melted,11.6,7,chocolate,1.09,3
4626,4627,0.34,1.4,490,36.0,112.0,0.99091,8.02,0.5,11.0,8,melted,13.4,7,chocolate,1.58,3
4627,4628,0.45,1.8,750,10.0,21.0,0.99552,8.41,0.76,11.9,7,cubed,17.8,7,"chocolate, oats",1.5,3
4628,4629,0.14,2.4,1140,9.0,37.0,0.99732,8.66,0.65,9.8,5,cubed,13.0,7,"nuts, chocolate",1.55,3
4629,4630,0.3,1.8,400,43.0,179.0,0.9955,8.43,0.41,9.0,7,melted,15.6,7,"chocolate, oats",1.99,3
4630,4631,0.33,7.7,340,27.0,98.0,0.9935,8.18,0.41,12.2,9,melted,16.0,7,"nuts, chocolate",1.61,3
4631,4632,0.42,6.4,570,25.0,148.0,0.9955,8.16,0.45,9.6,7,melted,13.4,7,raisins,1.37,3
4632,4633,0.57,1.0,620,21.0,122.0,0.99238,8.0,0.4,9.5,7,melted,12.8,7,chocolate,1.05,3
4633,4634,0.36,8.0,450,28.0,123.0,0.9928,8.02,0.37,11.4,8,melted,13.6,7,chocolate,1.53,3
4634,4635,0.36,8.4,420,42.0,123.0,0.99473,8.34,0.52,10.9,8,melted,13.4,7,chocolate,1.28,3
4635,4636,0.28,11.0,400,31.0,117.0,0.99815,8.27,0.29,9.2,8,melted,15.4,7,raisins,1.23,3
4636,4637,0.61,13.0,530,31.0,123.0,0.99708,8.09,0.5,9.3,8,melted,13.0,7,raisins,1.17,3
4637,4638,0.29,3.0,360,17.0,117.0,0.99411,8.36,0.68,10.1,8,melted,14.4,7,chocolate,1.62,3
4638,4639,0.49,1.1,370,33.0,156.0,0.992,8.15,0.54,11.1,8,melted,14.8,7,chocolate,1.03,3
4639,4640,0.3,6.6,2080,60.0,154.0,0.99478,8.1,0.4,9.4,8,melted,12.6,7,chocolate,1.28,3
4640,4641,0.06,2.0,630,29.0,44.0,0.99489,8.38,0.83,10.3,6,cubed,13.0,7,"nuts,raisins",1.96,3
4641,4642,0.56,13.8,480,55.0,190.0,0.9993,8.07,0.58,9.4,8,melted,16.8,7,raisins,1.81,3
4642,4643,0.2,1.4,860,7.0,31.0,0.9946,8.11,0.46,10.0,5,cubed,16.4,7,"chocolate, peanut butter",1.91,3
4643,4644,0.29,3.2,340,41.0,151.0,0.9912,8.35,0.58,11.6333,9,melted,11.6,7,raisins,1.16,3
4644,4645,0.41,1.3,440,11.0,126.0,0.99293,8.28,0.45,10.3,7,melted,15.0,7,chocolate,1.44,3
4645,4646,0.3,2.2,330,39.0,107.0,0.98894,8.22,0.53,13.5,9,melted,13.0,7,raisins,1.61,3
4646,4647,0.49,1.8,550,19.0,110.0,0.9946,8.33,0.44,9.9,7,melted,15.0,7,"chocolate, oats",1.55,3
4647,4648,0.4,11.6,320,34.0,214.0,0.9963,8.1,0.51,9.8,8,melted,14.4,7,raisins,1.77,3
4648,4649,0.55,16.6,560,53.0,238.0,1.0017,7.96,0.58,8.7,8,melted,14.8,7,raisins,1.63,3
4649,4650,0.0,1.2,410,16.0,46.0,0.99258,9.01,0.59,12.5,6,cubed,10.0,7,"nuts, oats",1.88,3
4650,4651,0.02,4.4,960,5.0,13.0,0.997,8.41,0.57,11.0,4,cubed,14.2,7,"chocolate, peanut butter",1.0,3
4651,4652,0.41,6.8,450,61.0,216.0,0.9952,8.09,0.46,9.4,7,melted,12.8,7,chocolate,1.56,3
4652,4653,0.28,14.0,530,83.0,197.0,0.9981,8.14,0.45,9.8,8,melted,16.0,7,chocolate,1.03,3
4653,4654,0.3,1.2,480,25.0,119.0,0.99045,8.32,0.62,11.3,8,melted,10.6,7,raisins,1.43,3
4654,4655,0.11,2.7,770,6.0,31.0,0.9984,8.19,0.7,10.1,6,cubed,18.8,7,"nuts, oats, chocolate",1.86,3
4655,4656,0.23,7.2,380,61.0,220.0,0.9952,8.14,0.35,9.5,7,melted,13.4,7,chocolate,1.46,3
4656,4657,0.29,6.8,200,31.0,113.0,0.99338,8.13,0.29,10.8,8,melted,14.8,7,chocolate,1.53,3
4657,4658,0.74,1.2,280,30.0,165.0,0.991,8.08,0.82,12.3,8,melted,15.8,7,"chocolate, oats",2.0,3
4658,4659,0.64,17.0,500,69.0,210.0,1.0004,8.15,0.51,9.3,9,melted,15.8,7,"chocolate, oats",1.83,3
4659,4660,0.27,4.2,310,20.0,80.0,0.99089,8.12,0.39,11.5,8,melted,13.8,7,chocolate,1.43,3
4660,4661,0.38,5.7,210,23.0,125.0,0.99338,8.13,0.62,11.1,8,melted,15.0,7,chocolate,1.99,3
4661,4662,0.26,6.8,490,22.0,93.0,0.9928,8.15,0.42,11.0,8,melted,12.0,7,chocolate,1.39,3
4662,4663,0.44,2.3,800,22.0,46.0,0.9988,8.32,0.67,9.7,6,cubed,20.2,7,raisins,1.72,3
4663,4664,0.0,2.2,670,7.0,14.0,0.99517,8.4,0.58,10.9,4,cubed,14.2,7,"nuts, chocolate",1.22,3
4664,4665,0.32,12.4,510,34.0,106.0,0.998,8.54,0.45,9.2,8,melted,13.4,7,"chocolate, oats",1.98,3
4665,4666,0.57,17.8,520,34.0,243.0,1.0007,7.98,0.82,9.0,7,melted,17.4,7,"nuts, chocolate",1.26,3
4666,4667,0.32,1.2,410,29.0,94.0,0.98978,8.07,0.45,12.0,8,melted,14.6,7,chocolate,1.74,3
4667,4668,0.34,2.0,440,61.0,171.0,0.98947,8.25,0.53,13.3,9,melted,14.4,7,raisins,1.69,3
4668,4669,0.38,7.9,450,54.0,208.0,0.99572,8.17,0.46,9.1,7,melted,12.4,7,chocolate,1.79,3
4669,4670,0.29,16.85,540,23.0,135.0,0.9998,8.16,0.38,9.0,8,melted,15.6,7,raisins,1.82,3
4670,4671,0.19,1.7,200,24.0,110.0,0.9898,8.32,0.47,12.6,9,melted,12.0,7,chocolate,1.92,3
4671,4672,0.56,11.2,430,40.0,142.0,0.9975,8.14,0.46,8.7,7,melted,13.8,7,"nuts, chocolate",1.19,3
4672,4673,0.26,6.8,490,22.0,93.0,0.9928,8.15,0.42,11.0,8,melted,12.0,7,chocolate,1.41,3
4673,4674,0.26,15.6,490,67.0,210.0,0.99907,8.06,0.68,9.5,7,melted,14.8,7,raisins,1.15,3
4674,4675,0.27,2.3,510,23.0,147.0,0.994,8.23,0.67,10.3,8,melted,12.0,7,chocolate,1.46,3
4675,4676,0.24,3.6,570,13.0,85.0,0.9942,7.99,0.48,9.5,6,melted,13.8,7,chocolate,1.28,3
4676,4677,0.34,0.8,290,26.0,77.0,0.99155,8.25,0.51,10.1,8,melted,10.4,7,"chocolate, oats",1.44,3
4677,4678,0.78,9.9,420,21.0,251.0,0.99435,8.01,0.55,11.0,8,melted,14.0,7,raisins,1.57,3
4678,4679,0.35,4.6,390,43.0,147.0,0.99216,8.18,0.4,11.0,9,melted,12.8,7,chocolate,1.26,3
4679,4680,0.24,1.7,520,36.0,135.0,0.99374,8.8,0.66,10.8,8,melted,12.6,7,chocolate,1.27,3
4680,4681,0.36,11.0,340,8.0,70.0,0.99354,8.05,0.41,12.2,8,melted,16.0,7,raisins,1.53,3
4681,4682,0.29,4.2,750,12.0,16.0,0.9965,8.45,0.68,11.5,6,cubed,16.6,7,"nuts, oats",1.79,3
4682,4683,0.3,2.0,470,13.0,117.0,0.99152,8.16,0.51,11.6,8,melted,13.8,7,"chocolate, oats",1.2,3
4683,4684,0.39,1.5,540,37.0,158.0,0.9932,8.21,0.52,9.3,8,melted,11.6,7,chocolate,1.66,3
4684,4685,0.26,1.7,930,40.0,161.0,0.9924,8.44,0.66,11.0,7,melted,12.4,7,chocolate,1.13,3
4685,4686,0.31,12.9,450,55.0,161.0,0.99546,8.02,0.59,10.2,7,melted,12.8,7,raisins,1.08,3
4686,4687,0.28,12.9,320,13.0,63.0,0.9932,7.99,0.43,13.0,8,melted,15.8,7,raisins,1.15,3
4687,4688,0.46,3.6,780,15.0,37.0,0.9973,8.35,0.86,12.8,8,cubed,15.8,7,raisins,1.16,3
4688,4689,0.49,2.7,770,11.0,19.0,0.9963,8.23,0.63,11.6,7,cubed,20.0,7,"nuts, chocolate",1.95,3
4689,4690,0.23,1.9,820,10.0,18.0,0.99774,8.22,0.65,9.3,6,cubed,20.2,7,"nuts, chocolate",1.23,3
4690,4691,0.33,2.8,330,48.0,153.0,0.9899,8.15,0.38,12.7,9,melted,14.2,7,chocolate,1.89,3
4691,4692,0.39,1.3,510,42.0,135.0,0.9906,8.23,0.4,11.1,8,melted,12.4,7,chocolate,1.46,3
4692,4693,0.26,4.4,630,63.0,206.0,0.994,8.27,0.52,9.8,6,melted,12.4,7,"nuts, chocolate",1.21,3
4693,4694,0.33,1.7,370,24.0,118.0,0.98758,8.15,0.39,13.55,8,melted,11.0,7,"nuts, oats, chocolate",1.46,3
4694,4695,0.41,10.8,480,55.0,149.0,0.9937,8.09,0.59,10.9667,9,melted,12.0,7,chocolate,1.14,3
4695,4696,0.24,17.5,440,60.0,167.0,0.9989,8.31,0.44,9.4,7,melted,11.4,7,chocolate,1.32,3
4696,4697,0.34,0.7,400,5.0,25.0,0.9918,8.04,0.37,10.5,6,melted,17.0,7,chocolate,1.72,3
4697,4698,0.38,1.3,320,29.0,112.0,0.99298,8.29,0.54,9.7,7,melted,13.0,7,chocolate,1.62,3
4698,4699,0.08,1.8,760,8.0,24.0,0.9978,8.48,0.53,9.0,5,cubed,14.0,7,"nuts, oats, chocolate",1.55,3
4699,4700,0.0,2.8,810,21.0,41.0,0.99518,8.41,0.52,10.8,5,cubed,13.8,7,"nuts,raisins",1.42,3
4700,4701,0.39,1.3,630,18.0,136.0,0.9928,8.31,0.48,10.4,9,melted,13.8,7,chocolate,1.39,3
4701,4702,0.16,7.9,440,48.0,197.0,0.99512,8.21,0.36,9.4,7,melted,11.8,7,chocolate,1.48,3
4702,4703,0.54,7.0,460,58.0,176.0,0.99454,8.19,0.7,10.4,7,melted,12.4,7,chocolate,1.77,3
4703,4704,0.39,14.5,510,48.0,156.0,0.99947,8.35,0.78,9.1,7,melted,14.2,7,"chocolate, oats",1.7,3
4704,4705,0.25,1.4,330,30.0,114.0,0.98794,8.08,0.43,13.2,8,melted,12.0,7,chocolate,1.16,3
4705,4706,0.24,1.7,770,18.0,34.0,0.9948,8.39,0.6,10.6,6,cubed,13.4,7,"nuts, chocolate",1.43,3
4706,4707,0.34,2.3,450,73.5,214.0,0.9934,8.18,0.61,9.9,9,melted,14.8,7,"chocolate, oats",1.11,3
4707,4708,0.25,14.3,440,27.0,149.0,0.998,7.91,0.46,9.2,8,melted,14.0,7,"chocolate, oats",1.2,3
4708,4709,0.32,3.7,170,32.0,99.0,0.99348,8.12,0.44,10.0,8,melted,13.4,7,"chocolate, oats",1.94,3
4709,4710,0.34,10.7,290,19.5,166.0,0.99669,8.13,0.48,10.6,7,melted,17.8,7,chocolate,1.52,3
4710,4711,0.12,2.1,650,14.0,24.0,0.99252,8.3,0.53,13.3,6,cubed,14.2,7,raisins,1.59,3
4711,4712,0.64,2.9,1220,10.0,41.0,0.998,8.23,0.66,12.5,6,cubed,20.4,7,raisins,1.99,3
4712,4713,0.28,11.25,320,31.0,87.0,0.9922,8.02,0.38,12.4,8,melted,13.0,7,"nuts, chocolate",1.41,3
4713,4714,0.63,11.1,390,58.0,179.0,0.9979,8.08,0.44,8.8,6,melted,15.4,7,chocolate,1.32,3
4714,4715,0.41,2.2,490,29.0,111.0,0.9941,7.96,0.44,10.0,7,melted,17.2,7,chocolate,1.62,3
4715,4716,0.27,15.8,350,46.0,188.0,0.9982,8.24,0.51,9.2,7,melted,13.2,7,chocolate,1.4,3
4716,4717,0.26,2.0,800,17.0,104.0,0.99584,8.28,0.52,9.9,5,cubed,14.6,7,"nuts,raisins",1.98,3
4717,4718,0.32,1.1,310,13.0,66.0,0.9916,8.1,0.46,10.6,7,melted,13.0,7,raisins,1.79,3
4718,4719,0.3,2.2,880,9.0,105.0,0.99725,8.25,1.18,10.5,6,cubed,13.8,7,"nuts,raisins",1.68,3
4719,4720,0.52,6.2,280,37.0,104.0,0.99161,8.28,0.51,11.8,9,melted,12.0,7,chocolate,1.76,3
4720,4721,0.03,1.9,860,14.0,57.0,0.9969,8.37,0.46,10.3,5,cubed,15.2,7,"nuts, oats, chocolate",1.62,3
4721,4722,0.13,5.0,280,12.0,107.0,0.99079,8.48,0.88,13.5,9,melted,10.8,7,"nuts,raisins",1.66,3
4722,4723,0.31,7.7,400,29.0,135.0,0.99226,8.11,0.57,12.3,7,melted,13.8,7,raisins,1.26,3
4723,4724,0.39,2.5,740,29.0,48.0,0.99528,8.32,0.88,12.4,7,cubed,16.4,7,raisins,1.56,3
4724,4725,0.29,13.65,480,52.0,189.0,0.99784,8.0,0.6,9.5,8,melted,13.8,7,raisins,1.37,3
4725,4726,0.28,11.1,630,66.0,169.0,0.9973,7.89,0.57,9.0,7,melted,12.8,7,chocolate,1.37,3
4726,4727,0.36,3.0,810,30.0,119.0,0.997,8.2,0.56,9.4,5,cubed,17.2,7,raisins,1.19,3
4727,4728,0.34,2.2,450,20.0,77.0,0.9927,8.3,0.43,10.2,7,melted,12.6,7,raisins,1.58,3
4728,4729,0.39,1.8,600,21.0,55.0,0.99495,8.18,0.82,11.0,7,cubed,18.2,7,raisins,1.09,3
4729,4730,0.49,1.8,750,6.0,20.0,0.9977,8.18,1.06,11.0,6,cubed,20.8,7,chocolate,1.81,3
4730,4731,0.39,2.3,480,24.0,87.0,0.99044,7.94,0.35,12.0,8,melted,14.6,7,chocolate,1.19,3
4731,4732,0.28,5.9,470,29.0,101.0,0.99278,8.15,0.4,11.0,8,melted,12.8,7,chocolate,1.47,3
4732,4733,0.0,2.3,680,15.0,33.0,0.99292,8.58,0.59,12.5,6,cubed,12.0,7,"nuts, chocolate",1.39,3
4733,4734,0.4,2.65,410,35.0,86.0,0.98916,8.11,0.39,13.3,9,melted,13.2,7,raisins,1.92,3
4734,4735,0.4,6.2,400,46.0,169.0,0.9953,8.15,0.46,9.3,8,melted,12.8,7,raisins,1.02,3
4735,4736,0.54,1.4,1260,37.0,110.0,0.9932,8.23,0.37,8.9,8,melted,12.4,7,"chocolate, oats",1.81,3
4736,4737,0.49,3.8,420,26.0,105.0,0.993,8.1,0.39,10.5,7,melted,15.8,7,chocolate,1.63,3
4737,4738,0.33,1.8,350,42.0,148.0,0.99196,8.15,0.36,10.2,7,melted,13.2,7,"chocolate, oats",1.95,3
4738,4739,0.19,7.1,480,36.0,110.0,0.99438,8.26,0.41,9.5,8,melted,11.2,7,"chocolate, oats",1.24,3
4739,4740,0.58,12.1,460,60.0,177.0,0.9983,8.08,0.46,8.9,7,melted,15.4,7,chocolate,1.05,3
4740,4741,0.49,4.7,340,35.0,156.0,0.9945,8.13,0.45,9.9,8,melted,13.4,7,chocolate,1.63,3
4741,4742,0.39,2.3,330,29.0,102.0,0.9908,8.26,0.54,12.3,9,melted,14.4,7,chocolate,1.62,3
4742,4743,0.26,9.2,270,37.0,122.0,0.99228,8.06,0.34,12.5,10,melted,14.0,7,chocolate,1.87,3
4743,4744,0.26,3.8,1070,31.0,67.0,0.99668,8.26,0.46,9.2,5,cubed,15.6,7,"chocolate, peanut butter",1.66,3
4744,4745,0.3,3.1,390,24.0,115.0,0.9942,8.05,0.43,8.6,7,melted,12.6,7,chocolate,1.37,3
4745,4746,0.32,1.7,240,26.0,102.0,0.99084,8.29,0.6,11.8,8,melted,13.2,7,chocolate,1.13,3
4746,4747,0.01,6.1,480,20.0,70.0,0.99362,8.19,0.42,10.0,7,melted,12.8,7,"nuts, chocolate",1.41,3
4747,4748,0.18,2.4,2430,5.5,48.0,0.99612,8.4,0.6,10.3,6,cubed,13.8,7,"nuts, oats",1.52,3
4748,4749,0.29,5.3,450,57.0,189.0,0.9953,8.31,0.79,9.8,7,melted,13.2,7,chocolate,1.93,3
4749,4750,0.38,1.5,280,36.0,117.0,0.993,8.47,0.54,9.7,8,melted,12.4,7,"chocolate, oats",1.55,3
4750,4751,0.27,15.5,360,31.0,134.0,0.99408,8.19,0.44,13.0,9,melted,12.0,7,chocolate,1.25,3
4751,4752,0.34,13.8,410,32.0,161.0,0.9981,8.13,0.4,9.9,8,melted,17.0,7,chocolate,1.57,3
